基金代码,基金简称,日期,日增长率,近一周,近一月,近三月,近六月,近一年,近2年,近3年,今年来,成立来
006624,中泰玉衡价值优选混合,2022-02-17,-0.78,-1.94,1.41,7,15.43,22.64,95.42,,1.21,107.07
012940,中泰星元灵活配置混合C,2022-02-17,-0.77,-1.91,1.53,6.69,15.30,,,,1.25,15.78
001955,中欧养老产业混合A,2022-02-17,-0.16,-1.73,-4.51,1.79,15.14,21.94,66.61,173.82,-3.26,217.90
012778,中欧养老产业混合C,2022-02-17,-0.16,-1.77,-4.58,1.57,14.72,,,,-3.39,18.46
519702,交银趋势混合A,2022-02-17,0.36,-0.58,-4.69,0.87,14.68,71.57,179.89,268.32,-5.37,567.12
671010,西部利得策略优选混合A,2022-02-17,-0.83,-1.72,0.70,12.24,14.30,8.08,45.13,79.32,-2.19,43.10
011060,西部利得策略优选混合C,2022-02-17,-0.91,-1.80,0.64,12.06,14.03,7.40,,,-2.27,15.33
011174,中庚价值品质一年持有期混合,2022-02-17,-0.03,-1.18,3.23,15.63,13.96,49.87,,,8.82,49.11
007423,西部利得聚禾混合A,2022-02-17,-0.44,-2.88,0.31,10.81,13.93,5.75,,,-2.10,15.21
007424,西部利得聚禾混合C,2022-02-17,-0.43,-2.88,0.31,10.79,13.87,5.63,,,-2.11,15.03
006551,中庚价值领航混合,2022-02-17,-0.15,-0.96,1.83,15.44,13.85,45.56,67.41,115.12,7.57,133.17
010728,中泰兴诚价值一年持有混合A,2022-02-17,-0.65,-1.69,3.02,9.64,13.81,23.31,,,3.40,23.58
011027,国寿安保稳弘混合A,2022-02-17,0.98,0.65,0.25,-0.50,13.71,,,,-2.24,25.30
011028,国寿安保稳弘混合C,2022-02-17,0.98,0.65,0.24,-0.53,13.64,,,,-2.26,25.70
010963,信达澳银周期动力混合,2022-02-17,0.75,0.86,-4.52,-10.27,13.60,53.18,,,-9.35,56.64
008269,大成睿享混合A,2022-02-17,-0.03,-0.92,0.42,6.04,13.56,24.52,51.22,,3.24,52.54
010729,中泰兴诚价值一年持有混合C,2022-02-17,-0.65,-1.70,2.97,9.50,13.54,22.68,,,3.33,22.95
008270,大成睿享混合C,2022-02-17,-0.03,-0.92,0.38,5.92,13.33,24.03,50.04,,3.17,51.26
000598,长盛生态环境混合,2022-02-17,1.21,2.39,-5.60,-5.57,13.12,20.75,59.80,119.36,-7.31,217.20
002258,大成国企改革灵活配置混合,2022-02-17,0.47,0.50,-3.40,-1.40,13.08,58.50,169.88,298.73,-9.26,244.10
166024,中欧恒利三年定期开放混合,2022-02-17,-0.75,-2.27,-5.28,5.17,12.98,26.61,43.23,63.84,-1.76,45.05
001810,中欧潜力价值灵活配置混合A,2022-02-17,-0.69,-1.80,-5.60,4.44,12.91,25.14,50.15,83.89,-2.60,134.13
420005,天弘周期策略混合,2022-02-17,-0.07,-0.07,-2.35,-1.95,12.88,8.87,83.02,148.08,-7.12,295.68
008809,安信民稳增长混合A,2022-02-17,-0.21,-1.22,3.25,9.86,12.67,22.76,31.90,,6.40,31.94
519756,交银国企改革灵活配置混合,2022-02-17,-0.10,-0.44,-0.58,1.59,12.64,11.96,74.47,135.36,-2.19,105
001300,大成睿景灵活配置混合A,2022-02-17,0.45,0.49,-3.29,-1.73,12.55,38.01,181.43,311.47,-8.13,144
010826,大成产业趋势混合A,2022-02-17,0.30,0.25,-3.27,-2.47,12.49,35.01,,,-9.61,35.10
005764,中欧潜力价值灵活配置混合C,2022-02-17,-0.66,-1.76,-5.64,4.26,12.47,24.18,47.81,79.54,-2.69,54.44
008810,安信民稳增长混合C,2022-02-17,-0.21,-1.23,3.22,9.75,12.44,22.26,30.85,,6.34,30.84
001656,农银中国优势灵活配置混合,2022-02-17,0.21,-0.86,-4.29,-0.65,12.28,10.94,84.77,179.13,-10.12,143.04
519002,华安安信消费混合A,2022-02-17,-0.37,-2.08,-3,-3.62,12.27,23.15,113.98,292.79,-7.02,487.44
001301,大成睿景灵活配置混合C,2022-02-17,0.48,0.52,-3.31,-1.87,12.13,36.99,177.43,301.91,-8.18,131.10
010827,大成产业趋势混合C,2022-02-17,0.30,0.24,-3.34,-2.67,12.05,33.93,,,-9.71,34.02
005392,长信价值蓝筹两年定开A,2022-02-11,,5.50,3.52,14.55,11.83,4.63,14.57,26.64,8.12,26.71
166005,中欧价值发现混合A,2022-02-17,-0.80,-2.14,-6,3.95,11.52,20.74,42.38,69.93,-3.14,319.98
001882,中欧价值发现混合E,2022-02-17,-0.79,-2.14,-6,3.96,11.52,20.74,42.40,69.99,-3.14,135.98
009911,长信价值蓝筹两年定开C,2022-02-11,,5.49,3.49,14.40,11.51,4.02,,,8.08,4.85
010429,中欧睿见混合,2022-02-17,-0.23,-1.99,-4.79,0.45,11.47,12.16,,,-3.88,13.82
090013,大成竞争优势混合,2022-02-17,-0.04,-1.01,-1.18,3.11,11.42,21.19,52.70,53.44,0.29,223.76
519212,万家宏观择时多策略混合,2022-02-17,-0.63,-1.11,7.40,18.59,11.24,3.55,12.17,34.48,10.98,43.09
010381,浙商智选价值混合A,2022-02-17,-0.65,-3.24,3.72,5.58,11.12,,,,5.12,13.19
004232,中欧价值发现混合C,2022-02-17,-0.80,-2.16,-6.06,3.75,11.08,19.76,40.12,65.69,-3.24,81.48
090018,大成新锐产业混合,2022-02-17,0.44,0.45,-3.67,-2.47,10.99,38.86,186.51,326.62,-8.67,754.80
001479,中邮风格轮动灵活配置混合,2022-02-17,-0.16,-1.13,-2.05,2.27,10.93,42.99,124.91,158.49,-5.74,182.56
090007,大成策略回报混合,2022-02-17,-0.17,-1.45,-0.98,3.25,10.91,16.84,45.63,85.87,0.32,615.28
166020,中欧成长优选混合A,2022-02-17,-0.45,-1.42,-4.08,6.67,10.90,25.88,55.70,89.16,-1.09,151.95
001891,中欧成长优选混合E,2022-02-17,-0.45,-1.41,-4.08,6.67,10.89,25.88,55.69,89.58,-1.09,114.85
010382,浙商智选价值混合C,2022-02-17,-0.66,-3.24,3.68,5.45,10.86,,,,5.06,12.72
008477,安信价值驱动三年持有混合,2022-02-17,-0.71,-2.13,2.55,9.19,10.79,16.11,63.05,,3.35,69.69
519185,万家精选混合,2022-02-17,-0.76,-1.68,5.94,17.71,10.71,-1.28,7.04,18.47,9.10,172.83
003715,宝盈消费主题混合,2022-02-17,-0.23,0.45,1.91,1.70,10.71,-11.81,47.73,115.47,-3.02,89.51
000574,宝盈新价值混合A,2022-02-17,0,0.40,3.29,3.05,10.69,-11.29,73.15,134.08,-1.34,311.39
519191,万家新利灵活配置混合,2022-02-17,-0.68,-1.43,6.74,17.12,10.64,7.62,12.95,26.04,10.06,64.18
002291,诺安安鑫灵活配置混合,2022-02-17,0.22,0.35,-6.78,-2.87,10.58,5.14,101.20,202.28,-8.12,166.73
121010,国投瑞银瑞源灵活配置混合,2022-02-17,0.08,-1.08,-0.88,3.39,10.42,17.92,69.02,154.76,-1.63,292.22
009849,安信稳健聚申一年持有期混合A,2022-02-17,-0.14,-0.93,2.25,7.35,10.40,17.32,,,4.50,21.11
007574,宝盈新价值混合C,2022-02-17,0.04,0.41,3.25,2.85,10.28,-11.99,70.34,,-1.44,78.30
000963,兴业多策略混合,2022-02-17,-0.61,-0.17,-2.09,2.60,10.25,10.83,49.80,93.58,-0.99,129.20
010661,安信稳健聚申一年持有期混合C,2022-02-17,-0.15,-0.95,2.20,7.21,10.12,16.71,,,4.42,18.40
001266,国投瑞银招财混合,2022-02-17,0.06,-1.08,-1.26,3.18,9.97,15.14,51.07,177.77,-2.05,116.81
005445,华宝价值发现混合,2022-02-17,-0.46,-2.49,0.77,4.24,9.89,7.59,40.07,86.89,0.82,61.94
161222,国投瑞银瑞利混合(LOF),2022-02-17,0.04,-1.01,-0.85,3.11,9.85,17.08,67.28,125.55,-1.37,153.18
000739,平安新鑫先锋A,2022-02-17,1.09,-0.17,-3.04,-6.97,9.79,22.64,98.96,224.77,-6.91,187.10
011905,安信价值启航混合A,2022-02-17,-0.71,-2.08,2.63,9.17,9.77,,,,3.47,11.09
001763,广发多策略混合,2022-02-17,-0.75,-2.73,2.32,5.16,9.71,19.78,89.66,120.33,4.10,85.30
519995,长信金利趋势混合A,2022-02-17,1.02,0.69,-5.49,-2.81,9.62,15.02,75.50,155.60,-6.94,538.94
011906,安信价值启航混合C,2022-02-17,-0.71,-2.09,2.60,9.06,9.55,,,,3.43,10.81
001515,平安新鑫先锋C,2022-02-17,1.09,-0.18,-3.07,-7.05,9.53,22.12,97.45,221.25,-6.96,56.91
003501,泰达睿智稳健混合A,2022-02-17,0.99,1.24,-6.43,-4.94,9.50,25.60,87.73,118.16,-6.80,80.48
004390,平安转型创新混合A,2022-02-17,1.96,2.80,-4.83,-10.73,9.48,39.08,112.89,271.02,-10.26,264.97
001564,东方红京东大数据混合,2022-02-17,-0.57,-2.49,-5.23,1.32,9.47,12.72,65.19,97.20,-5.92,146.30
000433,安信鑫发优选混合A,2022-02-17,-0.21,-1.31,-5.54,-5.93,9.44,30.93,87.03,133.48,-7.30,150.99
000480,东方红新动力混合,2022-02-17,-0.83,-2.77,-5.16,0.98,9.41,9.44,52.98,81.19,-5.71,318.35
320018,诺安新动力灵活配置混合A,2022-02-17,-0.52,-1.78,-4.48,-0.97,9.36,6.38,73.02,148.01,-4.51,344.30
003304,前海开源沪港深核心资源混合A,2022-02-17,4.40,5.80,10.33,6.66,9.25,56.39,107.30,189.17,9.77,209.13
012891,安信鑫发优选混合C,2022-02-17,-0.21,-1.32,-5.57,-6.03,9.23,,,,-7.35,18.68
001445,华安国企改革主题灵活配置混合,2022-02-17,-0.51,-3.25,-0.85,-4.64,9.21,1.50,90.77,205.05,-4.59,286.50
003305,前海开源沪港深核心资源混合C,2022-02-17,4.39,5.80,10.32,6.63,9.19,56.21,106.84,188.18,9.75,207.20
006700,红土创新稳健混合A,2022-02-17,0.13,-0.94,0.15,3.86,9.11,12.57,27.10,,-0.52,40.90
004391,平安转型创新混合C,2022-02-17,1.96,2.78,-4.89,-10.91,9.05,37.96,109.53,264.26,-10.36,252.85
005376,北信瑞丰华丰灵活配置,2022-02-17,-0.01,-0.04,-0.05,28.02,33.54,27.01,67.13,101.48,-0.08,109.38
001782,九泰久益混合A,2022-02-17,0.20,-1.13,-1.29,6.40,27.24,37.86,91.01,129.52,-0.12,185.74
001844,九泰久益混合C,2022-02-17,0.17,-1.19,-1.35,6.30,27.05,37.47,90.23,127.31,-0.21,173.05
004685,金元顺安元启灵活配置混合,2022-02-17,-0.50,0.99,1.05,16.50,26.02,60.14,124.49,148.13,4.40,170.74
501015,财通多策略升级混合(LOF),2022-02-17,1.38,-3.84,4.16,14.84,19.76,1.82,23.92,47.37,4.63,17.60
005851,财通新视野灵活配置混合A,2022-02-17,1.46,-3.51,4.63,15.69,19.37,-3.16,38.51,92.66,5.57,93.01
005959,财通新视野灵活配置混合C,2022-02-17,1.46,-3.53,4.56,15.45,18.90,-3.95,36.30,88.06,5.46,87.44
002085,长盛互联网+混合,2022-02-17,-0.24,-1.26,-6.39,-1.56,18.73,-0.06,48.60,68.07,-7.23,64.20
006199,长盛同锦研究精选混合,2022-02-17,-0.28,-1.25,-6.46,-1.74,18.71,1.72,51.48,,-7.39,67.78
002662,前海开源沪港深大消费混合A,2022-02-17,1.61,-3.11,5.45,10.88,18.09,-11.97,63.46,105.21,7.07,108.90
002663,前海开源沪港深大消费混合C,2022-02-17,1.62,-3.13,5.45,10.81,17.94,-12.10,63.07,104.64,7.03,107.10
005585,银河文体娱乐混合,2022-02-17,-1.80,-3.23,-19.14,-2.54,17.80,9.83,1.16,64.02,-12.69,61.71
003175,华泰柏瑞多策略混合,2022-02-17,0.76,0.11,1.82,6.72,17.64,40.65,55.90,79.91,2.62,91.96
004475,华泰柏瑞富利混合A,2022-02-17,0.78,0.12,1.88,6.27,17.62,41.90,89.70,120.58,2.08,73.33
001892,长盛新兴成长混合,2022-02-17,-0.25,-1.14,-6.64,-2.11,17.27,-0.84,60.71,100,-7.59,99.60
090019,大成景恒混合A,2022-02-17,-0.09,-0.51,-4.74,7.42,16.67,40.37,60.60,98.51,-1.44,184.88
006038,大成景恒混合C,2022-02-17,-0.09,-0.51,-4.81,7.25,16.33,39.47,58.63,95.03,-1.51,112.92
009686,华夏磐利一年定开混合A,2022-02-17,-0.36,-2.20,-10.57,2.20,15.80,53.21,,,-9.54,64.67
009687,华夏磐利一年定开混合C,2022-02-17,-0.36,-2.21,-10.60,2.10,15.57,52.59,,,-9.59,63.65
006567,中泰星元灵活配置混合A,2022-02-17,-0.77,-1.91,1.57,6.79,15.53,20.85,86.87,127.79,1.29,134.28
006624,中泰玉衡价值优选混合,2022-02-17,-0.78,-1.94,1.41,7,15.43,22.64,95.42,,1.21,107.07
012940,中泰星元灵活配置混合C,2022-02-17,-0.77,-1.91,1.53,6.69,15.30,,,,1.25,15.78
001955,中欧养老产业混合A,2022-02-17,-0.16,-1.73,-4.51,1.79,15.14,21.94,66.61,173.82,-3.26,217.90
012778,中欧养老产业混合C,2022-02-17,-0.16,-1.77,-4.58,1.57,14.72,,,,-3.39,18.46
519702,交银趋势混合A,2022-02-17,0.36,-0.58,-4.69,0.87,14.68,71.57,179.89,268.32,-5.37,567.12
671010,西部利得策略优选混合A,2022-02-17,-0.83,-1.72,0.70,12.24,14.30,8.08,45.13,79.32,-2.19,43.10
011060,西部利得策略优选混合C,2022-02-17,-0.91,-1.80,0.64,12.06,14.03,7.40,,,-2.27,15.33
011174,中庚价值品质一年持有期混合,2022-02-17,-0.03,-1.18,3.23,15.63,13.96,49.87,,,8.82,49.11
007423,西部利得聚禾混合A,2022-02-17,-0.44,-2.88,0.31,10.81,13.93,5.75,,,-2.10,15.21
007424,西部利得聚禾混合C,2022-02-17,-0.43,-2.88,0.31,10.79,13.87,5.63,,,-2.11,15.03
006551,中庚价值领航混合,2022-02-17,-0.15,-0.96,1.83,15.44,13.85,45.56,67.41,115.12,7.57,133.17
010728,中泰兴诚价值一年持有混合A,2022-02-17,-0.65,-1.69,3.02,9.64,13.81,23.31,,,3.40,23.58
011027,国寿安保稳弘混合A,2022-02-17,0.98,0.65,0.25,-0.50,13.71,,,,-2.24,25.30
011028,国寿安保稳弘混合C,2022-02-17,0.98,0.65,0.24,-0.53,13.64,,,,-2.26,25.70
010963,信达澳银周期动力混合,2022-02-17,0.75,0.86,-4.52,-10.27,13.60,53.18,,,-9.35,56.64
008269,大成睿享混合A,2022-02-17,-0.03,-0.92,0.42,6.04,13.56,24.52,51.22,,3.24,52.54
010729,中泰兴诚价值一年持有混合C,2022-02-17,-0.65,-1.70,2.97,9.50,13.54,22.68,,,3.33,22.95
008270,大成睿享混合C,2022-02-17,-0.03,-0.92,0.38,5.92,13.33,24.03,50.04,,3.17,51.26
000598,长盛生态环境混合,2022-02-17,1.21,2.39,-5.60,-5.57,13.12,20.75,59.80,119.36,-7.31,217.20
002258,大成国企改革灵活配置混合,2022-02-17,0.47,0.50,-3.40,-1.40,13.08,58.50,169.88,298.73,-9.26,244.10
166024,中欧恒利三年定期开放混合,2022-02-17,-0.75,-2.27,-5.28,5.17,12.98,26.61,43.23,63.84,-1.76,45.05
001810,中欧潜力价值灵活配置混合A,2022-02-17,-0.69,-1.80,-5.60,4.44,12.91,25.14,50.15,83.89,-2.60,134.13
420005,天弘周期策略混合,2022-02-17,-0.07,-0.07,-2.35,-1.95,12.88,8.87,83.02,148.08,-7.12,295.68
008809,安信民稳增长混合A,2022-02-17,-0.21,-1.22,3.25,9.86,12.67,22.76,31.90,,6.40,31.94
519756,交银国企改革灵活配置混合,2022-02-17,-0.10,-0.44,-0.58,1.59,12.64,11.96,74.47,135.36,-2.19,105
001300,大成睿景灵活配置混合A,2022-02-17,0.45,0.49,-3.29,-1.73,12.55,38.01,181.43,311.47,-8.13,144
010826,大成产业趋势混合A,2022-02-17,0.30,0.25,-3.27,-2.47,12.49,35.01,,,-9.61,35.10
005764,中欧潜力价值灵活配置混合C,2022-02-17,-0.66,-1.76,-5.64,4.26,12.47,24.18,47.81,79.54,-2.69,54.44
008810,安信民稳增长混合C,2022-02-17,-0.21,-1.23,3.22,9.75,12.44,22.26,30.85,,6.34,30.84
001656,农银中国优势灵活配置混合,2022-02-17,0.21,-0.86,-4.29,-0.65,12.28,10.94,84.77,179.13,-10.12,143.04
519002,华安安信消费混合A,2022-02-17,-0.37,-2.08,-3,-3.62,12.27,23.15,113.98,292.79,-7.02,487.44
001301,大成睿景灵活配置混合C,2022-02-17,0.48,0.52,-3.31,-1.87,12.13,36.99,177.43,301.91,-8.18,131.10
010827,大成产业趋势混合C,2022-02-17,0.30,0.24,-3.34,-2.67,12.05,33.93,,,-9.71,34.02
005392,长信价值蓝筹两年定开A,2022-02-11,,5.50,3.52,14.55,11.83,4.63,14.57,26.64,8.12,26.71
166005,中欧价值发现混合A,2022-02-17,-0.80,-2.14,-6,3.95,11.52,20.74,42.38,69.93,-3.14,319.98
001882,中欧价值发现混合E,2022-02-17,-0.79,-2.14,-6,3.96,11.52,20.74,42.40,69.99,-3.14,135.98
009911,长信价值蓝筹两年定开C,2022-02-11,,5.49,3.49,14.40,11.51,4.02,,,8.08,4.85
010429,中欧睿见混合,2022-02-17,-0.23,-1.99,-4.79,0.45,11.47,12.16,,,-3.88,13.82
090013,大成竞争优势混合,2022-02-17,-0.04,-1.01,-1.18,3.11,11.42,21.19,52.70,53.44,0.29,223.76
519212,万家宏观择时多策略混合,2022-02-17,-0.63,-1.11,7.40,18.59,11.24,3.55,12.17,34.48,10.98,43.09
010381,浙商智选价值混合A,2022-02-17,-0.65,-3.24,3.72,5.58,11.12,,,,5.12,13.19
004232,中欧价值发现混合C,2022-02-17,-0.80,-2.16,-6.06,3.75,11.08,19.76,40.12,65.69,-3.24,81.48
090018,大成新锐产业混合,2022-02-17,0.44,0.45,-3.67,-2.47,10.99,38.86,186.51,326.62,-8.67,754.80
001479,中邮风格轮动灵活配置混合,2022-02-17,-0.16,-1.13,-2.05,2.27,10.93,42.99,124.91,158.49,-5.74,182.56
090007,大成策略回报混合,2022-02-17,-0.17,-1.45,-0.98,3.25,10.91,16.84,45.63,85.87,0.32,615.28
166020,中欧成长优选混合A,2022-02-17,-0.45,-1.42,-4.08,6.67,10.90,25.88,55.70,89.16,-1.09,151.95
001891,中欧成长优选混合E,2022-02-17,-0.45,-1.41,-4.08,6.67,10.89,25.88,55.69,89.58,-1.09,114.85
010382,浙商智选价值混合C,2022-02-17,-0.66,-3.24,3.68,5.45,10.86,,,,5.06,12.72
008477,安信价值驱动三年持有混合,2022-02-17,-0.71,-2.13,2.55,9.19,10.79,16.11,63.05,,3.35,69.69
519185,万家精选混合,2022-02-17,-0.76,-1.68,5.94,17.71,10.71,-1.28,7.04,18.47,9.10,172.83
003715,宝盈消费主题混合,2022-02-17,-0.23,0.45,1.91,1.70,10.71,-11.81,47.73,115.47,-3.02,89.51
000574,宝盈新价值混合A,2022-02-17,0,0.40,3.29,3.05,10.69,-11.29,73.15,134.08,-1.34,311.39
519191,万家新利灵活配置混合,2022-02-17,-0.68,-1.43,6.74,17.12,10.64,7.62,12.95,26.04,10.06,64.18
002291,诺安安鑫灵活配置混合,2022-02-17,0.22,0.35,-6.78,-2.87,10.58,5.14,101.20,202.28,-8.12,166.73
121010,国投瑞银瑞源灵活配置混合,2022-02-17,0.08,-1.08,-0.88,3.39,10.42,17.92,69.02,154.76,-1.63,292.22
009849,安信稳健聚申一年持有期混合A,2022-02-17,-0.14,-0.93,2.25,7.35,10.40,17.32,,,4.50,21.11
007574,宝盈新价值混合C,2022-02-17,0.04,0.41,3.25,2.85,10.28,-11.99,70.34,,-1.44,78.30
000963,兴业多策略混合,2022-02-17,-0.61,-0.17,-2.09,2.60,10.25,10.83,49.80,93.58,-0.99,129.20
010661,安信稳健聚申一年持有期混合C,2022-02-17,-0.15,-0.95,2.20,7.21,10.12,16.71,,,4.42,18.40
001266,国投瑞银招财混合,2022-02-17,0.06,-1.08,-1.26,3.18,9.97,15.14,51.07,177.77,-2.05,116.81
005445,华宝价值发现混合,2022-02-17,-0.46,-2.49,0.77,4.24,9.89,7.59,40.07,86.89,0.82,61.94
161222,国投瑞银瑞利混合(LOF),2022-02-17,0.04,-1.01,-0.85,3.11,9.85,17.08,67.28,125.55,-1.37,153.18
000739,平安新鑫先锋A,2022-02-17,1.09,-0.17,-3.04,-6.97,9.79,22.64,98.96,224.77,-6.91,187.10
011905,安信价值启航混合A,2022-02-17,-0.71,-2.08,2.63,9.17,9.77,,,,3.47,11.09
001763,广发多策略混合,2022-02-17,-0.75,-2.73,2.32,5.16,9.71,19.78,89.66,120.33,4.10,85.30
519995,长信金利趋势混合A,2022-02-17,1.02,0.69,-5.49,-2.81,9.62,15.02,75.50,155.60,-6.94,538.94
011906,安信价值启航混合C,2022-02-17,-0.71,-2.09,2.60,9.06,9.55,,,,3.43,10.81
001515,平安新鑫先锋C,2022-02-17,1.09,-0.18,-3.07,-7.05,9.53,22.12,97.45,221.25,-6.96,56.91
003501,泰达睿智稳健混合A,2022-02-17,0.99,1.24,-6.43,-4.94,9.50,25.60,87.73,118.16,-6.80,80.48
004390,平安转型创新混合A,2022-02-17,1.96,2.80,-4.83,-10.73,9.48,39.08,112.89,271.02,-10.26,264.97
001564,东方红京东大数据混合,2022-02-17,-0.57,-2.49,-5.23,1.32,9.47,12.72,65.19,97.20,-5.92,146.30
000433,安信鑫发优选混合A,2022-02-17,-0.21,-1.31,-5.54,-5.93,9.44,30.93,87.03,133.48,-7.30,150.99
000480,东方红新动力混合,2022-02-17,-0.83,-2.77,-5.16,0.98,9.41,9.44,52.98,81.19,-5.71,318.35
320018,诺安新动力灵活配置混合A,2022-02-17,-0.52,-1.78,-4.48,-0.97,9.36,6.38,73.02,148.01,-4.51,344.30
003304,前海开源沪港深核心资源混合A,2022-02-17,4.40,5.80,10.33,6.66,9.25,56.39,107.30,189.17,9.77,209.13
012891,安信鑫发优选混合C,2022-02-17,-0.21,-1.32,-5.57,-6.03,9.23,,,,-7.35,18.68
001445,华安国企改革主题灵活配置混合,2022-02-17,-0.51,-3.25,-0.85,-4.64,9.21,1.50,90.77,205.05,-4.59,286.50
003305,前海开源沪港深核心资源混合C,2022-02-17,4.39,5.80,10.32,6.63,9.19,56.21,106.84,188.18,9.75,207.20
006700,红土创新稳健混合A,2022-02-17,0.13,-0.94,0.15,3.86,9.11,12.57,27.10,,-0.52,40.90
004391,平安转型创新混合C,2022-02-17,1.96,2.78,-4.89,-10.91,9.05,37.96,109.53,264.26,-10.36,252.85
005376,北信瑞丰华丰灵活配置,2022-02-17,-0.01,-0.04,-0.05,28.02,33.54,27.01,67.13,101.48,-0.08,109.38
001782,九泰久益混合A,2022-02-17,0.20,-1.13,-1.29,6.40,27.24,37.86,91.01,129.52,-0.12,185.74
001844,九泰久益混合C,2022-02-17,0.17,-1.19,-1.35,6.30,27.05,37.47,90.23,127.31,-0.21,173.05
004685,金元顺安元启灵活配置混合,2022-02-17,-0.50,0.99,1.05,16.50,26.02,60.14,124.49,148.13,4.40,170.74
501015,财通多策略升级混合(LOF),2022-02-17,1.38,-3.84,4.16,14.84,19.76,1.82,23.92,47.37,4.63,17.60
005851,财通新视野灵活配置混合A,2022-02-17,1.46,-3.51,4.63,15.69,19.37,-3.16,38.51,92.66,5.57,93.01
005959,财通新视野灵活配置混合C,2022-02-17,1.46,-3.53,4.56,15.45,18.90,-3.95,36.30,88.06,5.46,87.44
002085,长盛互联网+混合,2022-02-17,-0.24,-1.26,-6.39,-1.56,18.73,-0.06,48.60,68.07,-7.23,64.20
006199,长盛同锦研究精选混合,2022-02-17,-0.28,-1.25,-6.46,-1.74,18.71,1.72,51.48,,-7.39,67.78
002662,前海开源沪港深大消费混合A,2022-02-17,1.61,-3.11,5.45,10.88,18.09,-11.97,63.46,105.21,7.07,108.90
002663,前海开源沪港深大消费混合C,2022-02-17,1.62,-3.13,5.45,10.81,17.94,-12.10,63.07,104.64,7.03,107.10
005585,银河文体娱乐混合,2022-02-17,-1.80,-3.23,-19.14,-2.54,17.80,9.83,1.16,64.02,-12.69,61.71
003175,华泰柏瑞多策略混合,2022-02-17,0.76,0.11,1.82,6.72,17.64,40.65,55.90,79.91,2.62,91.96
004475,华泰柏瑞富利混合A,2022-02-17,0.78,0.12,1.88,6.27,17.62,41.90,89.70,120.58,2.08,73.33
001892,长盛新兴成长混合,2022-02-17,-0.25,-1.14,-6.64,-2.11,17.27,-0.84,60.71,100,-7.59,99.60
090019,大成景恒混合A,2022-02-17,-0.09,-0.51,-4.74,7.42,16.67,40.37,60.60,98.51,-1.44,184.88
006038,大成景恒混合C,2022-02-17,-0.09,-0.51,-4.81,7.25,16.33,39.47,58.63,95.03,-1.51,112.92
009686,华夏磐利一年定开混合A,2022-02-17,-0.36,-2.20,-10.57,2.20,15.80,53.21,,,-9.54,64.67
009687,华夏磐利一年定开混合C,2022-02-17,-0.36,-2.21,-10.60,2.10,15.57,52.59,,,-9.59,63.65
006567,中泰星元灵活配置混合A,2022-02-17,-0.77,-1.91,1.57,6.79,15.53,20.85,86.87,127.79,1.29,134.28
006624,中泰玉衡价值优选混合,2022-02-17,-0.78,-1.94,1.41,7,15.43,22.64,95.42,,1.21,107.07
012940,中泰星元灵活配置混合C,2022-02-17,-0.77,-1.91,1.53,6.69,15.30,,,,1.25,15.78
001955,中欧养老产业混合A,2022-02-17,-0.16,-1.73,-4.51,1.79,15.14,21.94,66.61,173.82,-3.26,217.90
012778,中欧养老产业混合C,2022-02-17,-0.16,-1.77,-4.58,1.57,14.72,,,,-3.39,18.46
519702,交银趋势混合A,2022-02-17,0.36,-0.58,-4.69,0.87,14.68,71.57,179.89,268.32,-5.37,567.12
671010,西部利得策略优选混合A,2022-02-17,-0.83,-1.72,0.70,12.24,14.30,8.08,45.13,79.32,-2.19,43.10
011060,西部利得策略优选混合C,2022-02-17,-0.91,-1.80,0.64,12.06,14.03,7.40,,,-2.27,15.33
011174,中庚价值品质一年持有期混合,2022-02-17,-0.03,-1.18,3.23,15.63,13.96,49.87,,,8.82,49.11
007423,西部利得聚禾混合A,2022-02-17,-0.44,-2.88,0.31,10.81,13.93,5.75,,,-2.10,15.21
007424,西部利得聚禾混合C,2022-02-17,-0.43,-2.88,0.31,10.79,13.87,5.63,,,-2.11,15.03
006551,中庚价值领航混合,2022-02-17,-0.15,-0.96,1.83,15.44,13.85,45.56,67.41,115.12,7.57,133.17
010728,中泰兴诚价值一年持有混合A,2022-02-17,-0.65,-1.69,3.02,9.64,13.81,23.31,,,3.40,23.58
011027,国寿安保稳弘混合A,2022-02-17,0.98,0.65,0.25,-0.50,13.71,,,,-2.24,25.30
011028,国寿安保稳弘混合C,2022-02-17,0.98,0.65,0.24,-0.53,13.64,,,,-2.26,25.70
010963,信达澳银周期动力混合,2022-02-17,0.75,0.86,-4.52,-10.27,13.60,53.18,,,-9.35,56.64
008269,大成睿享混合A,2022-02-17,-0.03,-0.92,0.42,6.04,13.56,24.52,51.22,,3.24,52.54
010729,中泰兴诚价值一年持有混合C,2022-02-17,-0.65,-1.70,2.97,9.50,13.54,22.68,,,3.33,22.95
008270,大成睿享混合C,2022-02-17,-0.03,-0.92,0.38,5.92,13.33,24.03,50.04,,3.17,51.26
000598,长盛生态环境混合,2022-02-17,1.21,2.39,-5.60,-5.57,13.12,20.75,59.80,119.36,-7.31,217.20
002258,大成国企改革灵活配置混合,2022-02-17,0.47,0.50,-3.40,-1.40,13.08,58.50,169.88,298.73,-9.26,244.10
